id,scheme_name,major_component_name,sub_component_name,activity_master_name,1 Full time Accountant
1013,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Strengthening of Physical Infrastructure for New Construction and Expansion of existing TEIs - NR,SCERT
1014,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Major and Minor Repair of existing TEIs,SCERT
1015,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Major and Minor Repair of existing TEIs,DIETs
1016,Teacher Education,Teacher Education,Civil Work :Strengthening of physical infrastructure in TEI (SCERTs/DIETs/BITEs),Major and Minor Repair of existing TEIs,BITEs
1017,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),SCERT
1018,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),DIETs
1019,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),BITEs
1020,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (Recurring),SCERT (Technology Support)
1021,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (Recurring),DIETs (Technology Support)
1022,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (Recurring),BITEs (Technology Support)
1023,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,Program & Activities including Faculty Development of Teacher Educators,Program & Activities (DIET)
1024,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,Program & Activities including Faculty Development of Teacher Educators,Specific projects for Research activities (DIET)
1025,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,Program & Activities including Faculty Development of Teacher Educators,Program & Activities (SCERT)
1026,Teacher Education,Teacher Education,Program & Activities including Faculty Development of Teacher Educators,Program & Activities including Faculty Development of Teacher Educators,Specific programme for Research activities (SCERT)
1027,Teacher Education,Teacher Education,Assessment Cell (SCERT),Assessment Cell,SCERT
1028,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Financial Support  for Salary in TEIs (Academic Posts),BITEs
1029,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Financial Support  for Salary in TEIs (Academic Posts),SCERT/SIEs
1030,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Financial Support  for Salary in TEIs (Academic Posts),IASEs
1031,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Financial Support  for Salary in TEIs (Academic Posts),CTEs
1032,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Para Academic Posts (Financial Support),SCERT
1033,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Para Academic Posts (Financial Support),DIETs
1034,Teacher Education,Teacher Education,Financial Support for Teacher Educators (TEIs),Para Academic Posts (Financial Support),BITEs
1035,Teacher Education,Teacher Education,Training of Teacher Educators,Training for Teacher Educators,SCERT
1036,Teacher Education,Teacher Education,Training of Teacher Educators,Training for Teacher Educators,DIETs
1038,Teacher Education,Teacher Education,Training of Teacher Educators,Training for Teacher Educators,CTEs
1039,Teacher Education,Teacher Education,Training of Teacher Educators,Training for Teacher Educators,IASEs
1040,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),"Capacity building and Training for Teachers, Educators and State officials for usgae of DIKSHA"
1041,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),Development of Digital Content
1042,Teacher Education,Teacher Education,Annual Grant for TEIs,Annual Grant for TEIs,BITEs
1043,Teacher Education,Teacher Education,Annual Grant for TEIs,Annual Grant for TEIs,DIETs
1044,Teacher Education,Teacher Education,Annual Grant for TEIs,Annual Grant for TEIs,SCERT
2101,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - NR (Secondary),1 (Single ) Section School (Class IX - X)
2102,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - NR (Secondary),2 ( Double ) Section School (Class IX - X)
2104,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Secondary),Recurring Cost - Secondary (New) (Samagra)
2105,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Secondary),Recurring Cost - Secondary (Previous) (Samagra)
2106,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools - NR (Hr. Secondary),Higher Secondary School - Science Subject (XI - XII)
2107,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools - NR (Hr. Secondary),Higher Secondary School - Commerce Subject (XI - XII)
2108,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools - NR (Hr. Secondary),Higher Secondary School - Arts Subject (XI - XII)
2109,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),Recurring Cost - New Hr. Sec. (1 Subject) (Samagra)
2110,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),Recurring Cost - Hr. Sec. (1 Subject) (Previous) (Samagra)
2111,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),Recurring Cost - New Hr. Sec. (2 Subject (Samagra)
2112,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Opening of New / Upgraded Schools  - Recurring (Hr. Secondary),Recurring Cost - Hr. Sec. (Previous) (2 Subject) (Samagra)
2113,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Addition of Subject in  Existing Hr. Secondary - NR,Higher Secondary School - Arts Subject (XI - XII)
2114,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Addition of Subject in  Existing Hr. Secondary - NR,Higher Secondary School - Commerce Subject (XI - XII)
2115,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Addition of Subject in  Existing Hr. Secondary - NR,Higher Secondary School - Science Subject (XI - XII)
2116,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Addition of Subject in  Existing Hr. Secondary - Recurring,Recurring Cost - Addition of Subject in Existing Hr. Sec. (New) (Samagra)
2117,Secondary Education,Access & Retention,Opening of New / Upgraded Schools,Addition of Subject in  Existing Hr. Secondary - Recurring,Recurring Cost - Addition of Subject in Existing Hr. Sec. (Previous) (Samagra)
2119,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Computer Room (IX-X)
2120,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Boys Toilet
2121,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Winter Friendly Rooms for Secondary
2122,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Lab Equipment (Sci Lab)
2123,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Science Lab
2124,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Art/Craft Room
2125,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Toilets for CWSN
2126,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Drinking Water
2127,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Additional Classroom
2129,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools  (IX - X)  - NR,Girls Toilet
2130,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Library Room
2131,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Lab Equipment (Sci Lab)
2132,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Science Lab
2133,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Drinking Water
2134,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Additional Classroom
2135,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Physics Lab
2136,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Chemistry Lab
2137,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Biology Lab
2138,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Art / Craft Room
2139,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Boys Toilet
2140,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Girls Toilet
2142,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Lab Equipment (Physics)
2143,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Lab Equipment (Chemistry)
2145,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Lab Equipment (Maths)
2147,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Lab Equipment (Biology)
2148,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Electrification in Schools (Secondary and Sr. Secondary) - NR,Solar Panel For Hostels
2149,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Electrification in Schools (Secondary and Sr. Secondary) - NR,Solar Panel For School
2150,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Teacher Quarter  - NR  (up to Highest Class X or XII),Residential Quarter
2154,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Repairing and Renovations   (up to Highest Class X or XII)    - NR,Major Repair
2156,Secondary Education,Access & Retention,Transport & Escort Facilities ,Transport / Escort Facility (Secondary),Transport & Escort Facilty
2158,Secondary Education,Access & Retention,Open Schooling System,Open Schools System for OoSC (NIOS/SIOS),Support to Age Group 16-19 (Upto Highest Class XII)
2181,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools (XI - XII) - NR,Ramps and Handrails
2201,Secondary Education,RTE Entitlements,Community Mobilization ,Community Mobilization (Secondary),SMDC Training
2301,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Holistic Report Card for Students (Secondary & Sr. Secondary)
2302,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Aptitude Test at School Level
2303,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Funds for Safety and Security
2304,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Orientation Programme for Teachers on safety and Security
2305,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Shaala Siddhi
2306,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Talent Search at school level
2307,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Teacher Exchange programme
2308,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Teacher IdCards
2309,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Youth & Eco Club
2310,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Exposure to Vocational Education (Class 6 - 8)
2312,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Project Kala Utsav  (Secondary),TA / DA Allowance for National Level
2313,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Project Kala Utsav  (Secondary),Kala Utsav
2314,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",LEP (Class IX - XII),Learning Enhancement/Enrichment Programme (Remedial Teaching)
2315,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Band Competition,Band Competition (Secondary&Sr. Secondary)
2316,Secondary Education,Quality Interventions,Assessment at National & State level,Assessment at State level (Secondary),Assessment at State Level
2317,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Teachers Class XI to XII (Government Schools)
2318,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Teachers Class XI to XII (Government Aided Schools)
2319,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training for Educational Administrators (Secondary)
2320,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training for Educational Administrators (Sr. Secondary)
